Region,WRI,Exposure,Vulnerability,Susceptibility,Lack of Coping Capabilities, Lack of Adaptive Capacities,year,Continent,,,Region_1,year_1,Attribute,Value
,,,,,,,,,,,Georgia,2012,Susceptibility,24.17
,,,,,,,,,,,Georgia,2012,Lack of Coping Capabilities,65.46
,,,,,,,,,,,Georgia,2012,Lack of Adaptive Capacities,48.18
,,,,,,,,,,,Central African Rep.,2012,WRI,6.64
,,,,,,,,,,,Central African Rep.,2012,Exposure,9.39
,,,,,,,,,,,Central African Rep.,2012,Vulnerability,70.69
,,,,,,,,,,,Central African Rep.,2012,Susceptibility,61.52
,,,,,,,,,,,Central African Rep.,2012,Lack of Coping Capabilities,89.44
,,,,,,,,,,,Central African Rep.,2012,Lack of Adaptive Capacities,61.12
,,,,,,,,,,,Bosnia and Herz.,2012,WRI,6.63
,,,,,,,,,,,Bosnia and Herz.,2012,Exposure,14.02
,,,,,,,,,,,Bosnia and Herz.,2012,Vulnerability,47.31
,,,,,,,,,,,Bosnia and Herz.,2012,Susceptibility,19.47
,,,,,,,,,,,Bosnia and Herz.,2012,Lack of Coping Capabilities,73.88
,,,,,,,,,,,Bosnia and Herz.,2012,Lack of Adaptive Capacities,48.58
,,,,,,,,,,,Belize,2012,WRI,6.63
,,,,,,,,,,,Belize,2012,Exposure,13.31
,,,,,,,,,,,Belize,2012,Vulnerability,49.81
,,,,,,,,,,,Belize,2012,Susceptibility,28.16
,,,,,,,,,,,Belize,2012,Lack of Coping Capabilities,74.31
,,,,,,,,,,,Belize,2012,Lack of Adaptive Capacities,46.94
,,,,,,,,,,,Angola,2012,WRI,6.56
,,,,,,,,,,,Angola,2012,Exposure,10.18
,,,,,,,,,,,Angola,2012,Vulnerability,64.45
,,,,,,,,,,,Angola,2012,Susceptibility,56.15
,,,,,,,,,,,Angola,2012,Lack of Coping Capabilities,85.28
,,,,,,,,,,,Angola,2012,Lack of Adaptive Capacities,51.91
,,,,,,,,,,,Cuba,2012,WRI,6.55
,,,,,,,,,,,Cuba,2012,Exposure,17.45
,,,,,,,,,,,Cuba,2012,Vulnerability,37.54
,,,,,,,,,,,Cuba,2012,Susceptibility,19.2
,,,,,,,,,,,Cuba,2012,Lack of Coping Capabilities,58.95
,,,,,,,,,,,Cuba,2012,Lack of Adaptive Capacities,34.48
,,,,,,,,,,,Turkmenistan,2012,WRI,6.55
,,,,,,,,,,,Turkmenistan,2012,Exposure,13.19
,,,,,,,,,,,Turkmenistan,2012,Vulnerability,49.65
,,,,,,,,,,,Turkmenistan,2012,Susceptibility,24.02
,,,,,,,,,,,Turkmenistan,2012,Lack of Coping Capabilities,76.23
,,,,,,,,,,,Turkmenistan,2012,Lack of Adaptive Capacities,48.71
,,,,,,,,,,,Malaysia,2012,WRI,6.53
,,,,,,,,,,,Malaysia,2012,Exposure,14.6
,,,,,,,,,,,Malaysia,2012,Vulnerability,44.74
,,,,,,,,,,,Malaysia,2012,Susceptibility,20.87
,,,,,,,,,,,Malaysia,2012,Lack of Coping Capabilities,70.3
,,,,,,,,,,,Malaysia,2012,Lack of Adaptive Capacities,43.04
,,,,,,,,,,,Thailand,2012,WRI,6.44
,,,,,,,,,,,Thailand,2012,Exposure,13.7
,,,,,,,,,,,Thailand,2012,Vulnerability,47.03
,,,,,,,,,,,Thailand,2012,Susceptibility,21.96
,,,,,,,,,,,Thailand,2012,Lack of Coping Capabilities,76.42
,,,,,,,,,,,Thailand,2012,Lack of Adaptive Capacities,42.72
,,,,,,,,,,,Eritrea,2012,WRI,6.44
,,,,,,,,,,,Eritrea,2012,Exposure,8.55
,,,,,,,,,,,Eritrea,2012,Vulnerability,75.35
,,,,,,,,,,,Eritrea,2012,Susceptibility,66.62
,,,,,,,,,,,Eritrea,2012,Lack of Coping Capabilities,86.76
,,,,,,,,,,,Eritrea,2012,Lack of Adaptive Capacities,72.68
,,,,,,,,,,,Mexico,2012,WRI,6.39
,,,,,,,,,,,Mexico,2012,Exposure,13.84
,,,,,,,,,,,Mexico,2012,Vulnerability,46.15
,,,,,,,,,,,Mexico,2012,Susceptibility,23.75
,,,,,,,,,,,Mexico,2012,Lack of Coping Capabilities,71.59
,,,,,,,,,,,Mexico,2012,Lack of Adaptive Capacities,43.12
,,,,,,,,,,,North Macedonia,2012,WRI,6.25
,,,,,,,,,,,North Macedonia,2012,Exposure,14.38
,,,,,,,,,,,North Macedonia,2012,Vulnerability,43.47
,,,,,,,,,,,North Macedonia,2012,Susceptibility,20.66
,,,,,,,,,,,North Macedonia,2012,Lack of Coping Capabilities,66.13
,,,,,,,,,,,North Macedonia,2012,Lack of Adaptive Capacities,43.63
,,,,,,,,,,,Gabon,2012,WRI,6.2
,,,,,,,,,,,Gabon,2012,Exposure,11.95
,,,,,,,,,,,Gabon,2012,Vulnerability,51.9
,,,,,,,,,,,Gabon,2012,Susceptibility,33.01
,,,,,,,,,,,Gabon,2012,Lack of Coping Capabilities,81.54
,,,,,,,,,,,Gabon,2012,Lack of Adaptive Capacities,41.14
,,,,,,,,,,,Venezuela,2012,WRI,6.13
,,,,,,,,,,,Venezuela,2012,Exposure,13.15
,,,,,,,,,,,Venezuela,2012,Vulnerability,46.62
,,,,,,,,,,,Venezuela,2012,Susceptibility,23.44
,,,,,,,,,,,Venezuela,2012,Lack of Coping Capabilities,74.59
,,,,,,,,,,,Venezuela,2012,Lack of Adaptive Capacities,41.84
,,,,,,,,,,,Azerbaijan,2012,WRI,6.1
,,,,,,,,,,,Azerbaijan,2012,Exposure,13.16
,,,,,,,,,,,Azerbaijan,2012,Vulnerability,46.34
,,,,,,,,,,,Azerbaijan,2012,Susceptibility,22.86
,,,,,,,,,,,Azerbaijan,2012,Lack of Coping Capabilities,67.61
,,,,,,,,,,,Azerbaijan,2012,Lack of Adaptive Capacities,48.54
,,,,,,,,,,,Yemen,2012,WRI,5.98
,,,,,,,,,,,Yemen,2012,Exposure,9.04
,,,,,,,,,,,Yemen,2012,Vulnerability,66.13
,,,,,,,,,,,Yemen,2012,Susceptibility,47.89
,,,,,,,,,,,Yemen,2012,Lack of Coping Capabilities,88.92
,,,,,,,,,,,Yemen,2012,Lack of Adaptive Capacities,61.58
,,,,,,,,,,,Tunisia,2012,WRI,5.9
,,,,,,,,,,,Tunisia,2012,Exposure,12.45
,,,,,,,,,,,Tunisia,2012,Vulnerability,47.38
,,,,,,,,,,,Tunisia,2012,Susceptibility,22.52
,,,,,,,,,,,Tunisia,2012,Lack of Coping Capabilities,72.15
,,,,,,,,,,,Tunisia,2012,Lack of Adaptive Capacities,47.46
,,,,,,,,,,,South Africa,2012,WRI,5.9
,,,,,,,,,,,South Africa,2012,Exposure,12.08
,,,,,,,,,,,South Africa,2012,Vulnerability,48.83
,,,,,,,,,,,South Africa,2012,Susceptibility,31.36
,,,,,,,,,,,South Africa,2012,Lack of Coping Capabilities,69.85
,,,,,,,,,,,South Africa,2012,Lack of Adaptive Capacities,45.26
,,,,,,,,,,,Hungary,2012,WRI,5.87
,,,,,,,,,,,Hungary,2012,Exposure,15.61
,,,,,,,,,,,Hungary,2012,Vulnerability,37.61
,,,,,,,,,,,Hungary,2012,Susceptibility,16.18
,,,,,,,,,,,Hungary,2012,Lack of Coping Capabilities,55.28
,,,,,,,,,,,Hungary,2012,Lack of Adaptive Capacities,41.38
,,,,,,,,,,,Laos,2012,WRI,5.73
,,,,,,,,,,,Laos,2012,Exposure,9.55
,,,,,,,,,,,Laos,2012,Vulnerability,60.03
,,,,,,,,,,,Laos,2012,Susceptibility,43.34
,,,,,,,,,,,Laos,2012,Lack of Coping Capabilities,85.6
,,,,,,,,,,,Laos,2012,Lack of Adaptive Capacities,51.14
,,,,,,,,,,,Namibia,2012,WRI,5.72
,,,,,,,,,,,Namibia,2012,Exposure,10.41
,,,,,,,,,,,Namibia,2012,Vulnerability,54.96
,,,,,,,,,,,Namibia,2012,Susceptibility,46.26
,,,,,,,,,,,Namibia,2012,Lack of Coping Capabilities,72.11
,,,,,,,,,,,Namibia,2012,Lack of Adaptive Capacities,46.51
,,,,,,,,,,,Nepal,2012,WRI,5.69
,,,,,,,,,,,Nepal,2012,Exposure,9.16
,,,,,,,,,,,Nepal,2012,Vulnerability,62.19
,,,,,,,,,,,Nepal,2012,Susceptibility,48.06
,,,,,,,,,,,Nepal,2012,Lack of Coping Capabilities,82.74
,,,,,,,,,,,Nepal,2012,Lack of Adaptive Capacities,55.76
,,,,,,,,,,,Syria,2012,WRI,5.68
,,,,,,,,,,,Syria,2012,Exposure,10.56
,,,,,,,,,,,Syria,2012,Vulnerability,53.81
,,,,,,,,,,,Syria,2012,Susceptibility,27.35
,,,,,,,,,,,Syria,2012,Lack of Coping Capabilities,80.19
,,,,,,,,,,,Syria,2012,Lack of Adaptive Capacities,53.88
,,,,,,,,,,,Turkey,2012,WRI,5.68
,,,,,,,,,,,Turkey,2012,Exposure,12.25
,,,,,,,,,,,Turkey,2012,Vulnerability,46.35
,,,,,,,,,,,Turkey,2012,Susceptibility,19.8
,,,,,,,,,,,Turkey,2012,Lack of Coping Capabilities,69.87
,,,,,,,,,,,Turkey,2012,Lack of Adaptive Capacities,49.4
,,,,,,,,,,,Moldova,2012,WRI,5.23
,,,,,,,,,,,Moldova,2012,Exposure,11.11
,,,,,,,,,,,Moldova,2012,Vulnerability,47.06
,,,,,,,,,,,Moldova,2012,Susceptibility,23.53
,,,,,,,,,,,Moldova,2012,Lack of Coping Capabilities,70.83
,,,,,,,,,,,Moldova,2012,Lack of Adaptive Capacities,46.83
,,,,,,,,,,,Botswana,2012,WRI,5.21
,,,,,,,,,,,Botswana,2012,Exposure,10.55
,,,,,,,,,,,Botswana,2012,Vulnerability,49.4
,,,,,,,,,,,Botswana,2012,Susceptibility,31.97
,,,,,,,,,,,Botswana,2012,Lack of Coping Capabilities,68.77
,,,,,,,,,,,Botswana,2012,Lack of Adaptive Capacities,47.46
,,,,,,,,,,,Bolivia,2012,WRI,5.13
,,,,,,,,,,,Bolivia,2012,Exposure,8.98
,,,,,,,,,,,Bolivia,2012,Vulnerability,57.13
,,,,,,,,,,,Bolivia,2012,Susceptibility,43.63
,,,,,,,,,,,Bolivia,2012,Lack of Coping Capabilities,80.34
,,,,,,,,,,,Bolivia,2012,Lack of Adaptive Capacities,47.43
,,,,,,,,,,,Lebanon,2012,WRI,5.1
,,,,,,,,,,,Lebanon,2012,Exposure,11.14
,,,,,,,,,,,Lebanon,2012,Vulnerability,45.75
,,,,,,,,,,,Lebanon,2012,Susceptibility,20.4
,,,,,,,,,,,Lebanon,2012,Lack of Coping Capabilities,70.2
,,,,,,,,,,,Lebanon,2012,Lack of Adaptive Capacities,46.64
,,,,,,,,,,,Iran,2012,WRI,4.98
,,,,,,,,,,,Iran,2012,Exposure,10.19
,,,,,,,,,,,Iran,2012,Vulnerability,48.85
,,,,,,,,,,,Iran,2012,Susceptibility,18.36
,,,,,,,,,,,Iran,2012,Lack of Coping Capabilities,79.75
,,,,,,,,,,,Iran,2012,Lack of Adaptive Capacities,48.43
,,,,,,,,,,,Iraq,2012,WRI,4.95
,,,,,,,,,,,Iraq,2012,Exposure,8.08
,,,,,,,,,,,Iraq,2012,Vulnerability,61.2
,,,,,,,,,,,Iraq,2012,Susceptibility,37.49
,,,,,,,,,,,Iraq,2012,Lack of Coping Capabilities,88.83
,,,,,,,,,,,Iraq,2012,Lack of Adaptive Capacities,57.27
,,,,,,,,,,,Jordan,2012,WRI,4.9
,,,,,,,,,,,Jordan,2012,Exposure,10.53
,,,,,,,,,,,Jordan,2012,Vulnerability,46.5
,,,,,,,,,,,Jordan,2012,Susceptibility,24.38
,,,,,,,,,,,Jordan,2012,Lack of Coping Capabilities,68.85
,,,,,,,,,,,Jordan,2012,Lack of Adaptive Capacities,46.28
,,,,,,,,,,,South Korea,2012,WRI,4.89
,,,,,,,,,,,South Korea,2012,Exposure,14.89
,,,,,,,,,,,South Korea,2012,Vulnerability,32.84
,,,,,,,,,,,South Korea,2012,Susceptibility,14.37
,,,,,,,,,,,South Korea,2012,Lack of Coping Capabilities,45.61
,,,,,,,,,,,South Korea,2012,Lack of Adaptive Capacities,38.54
,,,,,,,,,,,Italy,2012,WRI,4.82
,,,,,,,,,,,Italy,2012,Exposure,13.85
,,,,,,,,,,,Italy,2012,Vulnerability,34.78
,,,,,,,,,,,Italy,2012,Susceptibility,16.05
,,,,,,,,,,,Italy,2012,Lack of Coping Capabilities,54.84
,,,,,,,,,,,Italy,2012,Lack of Adaptive Capacities,33.44
,,,,,,,,,,,Australia,2012,WRI,4.57
,,,,,,,,,,,Australia,2012,Exposure,15.05
,,,,,,,,,,,Australia,2012,Vulnerability,30.38
,,,,,,,,,,,Australia,2012,Susceptibility,14.39
,,,,,,,,,,,Australia,2012,Lack of Coping Capabilities,41.87
,,,,,,,,,,,Australia,2012,Lack of Adaptive Capacities,34.88
,,,,,,,,,,,Bulgaria,2012,WRI,4.56
,,,,,,,,,,,Bulgaria,2012,Exposure,11.66
,,,,,,,,,,,Bulgaria,2012,Vulnerability,39.11
,,,,,,,,,,,Bulgaria,2012,Susceptibility,16.9
,,,,,,,,,,,Bulgaria,2012,Lack of Coping Capabilities,59.31
,,,,,,,,,,,Bulgaria,2012,Lack of Adaptive Capacities,41.11
,,,,,,,,,,,Samoa,2012,WRI,4.51
,,,,,,,,,,,Samoa,2012,Exposure,9.1
,,,,,,,,,,,Samoa,2012,Vulnerability,49.58
,,,,,,,,,,,Samoa,2012,Susceptibility,27.91
,,,,,,,,,,,Samoa,2012,Lack of Coping Capabilities,73.83
,,,,,,,,,,,Samoa,2012,Lack of Adaptive Capacities,47
,,,,,,,,,,,Ireland,2012,WRI,4.5
,,,,,,,,,,,Ireland,2012,Exposure,14.74
,,,,,,,,,,,Ireland,2012,Vulnerability,30.54
,,,,,,,,,,,Ireland,2012,Susceptibility,14.98
,,,,,,,,,,,Ireland,2012,Lack of Coping Capabilities,42.26
,,,,,,,,,,,Ireland,2012,Lack of Adaptive Capacities,34.38
,,,,,,,,,,,Eq. Guinea,2012,WRI,4.47
,,,,,,,,,,,Eq. Guinea,2012,Exposure,8.22
,,,,,,,,,,,Eq. Guinea,2012,Vulnerability,54.37
,,,,,,,,,,,Eq. Guinea,2012,Susceptibility,26.4
,,,,,,,,,,,Eq. Guinea,2012,Lack of Coping Capabilities,85.65
,,,,,,,,,,,Eq. Guinea,2012,Lack of Adaptive Capacities,51.06
,,,,,,,,,,,New Zealand,2012,WRI,4.44
,,,,,,,,,,,New Zealand,2012,Exposure,15.44
,,,,,,,,,,,New Zealand,2012,Vulnerability,28.77
,,,,,,,,,,,New Zealand,2012,Susceptibility,16.13
,,,,,,,,,,,New Zealand,2012,Lack of Coping Capabilities,39.79
,,,,,,,,,,,New Zealand,2012,Lack of Adaptive Capacities,30.39
,,,,,,,,,,,Croatia,2012,WRI,4.35
,,,,,,,,,,,Croatia,2012,Exposure,11.53
,,,,,,,,,,,Croatia,2012,Vulnerability,37.73
,,,,,,,,,,,Croatia,2012,Susceptibility,17.16
,,,,,,,,,,,Croatia,2012,Lack of Coping Capabilities,59.65
,,,,,,,,,,,Croatia,2012,Lack of Adaptive Capacities,36.39
,,,,,,,,,,,Brazil,2012,WRI,4.3
,,,,,,,,,,,Brazil,2012,Exposure,9.53
,,,,,,,,,,,Brazil,2012,Vulnerability,45.18
,,,,,,,,,,,Brazil,2012,Susceptibility,25.31
,,,,,,,,,,,Brazil,2012,Lack of Coping Capabilities,68.39
,,,,,,,,,,,Brazil,2012,Lack of Adaptive Capacities,41.83
,,,,,,,,,,,Bahamas,2012,WRI,4.17
,,,,,,,,,,,Bahamas,2012,Exposure,10.71
,,,,,,,,,,,Bahamas,2012,Vulnerability,38.99
,,,,,,,,,,,Bahamas,2012,Susceptibility,17.27
,,,,,,,,,,,Bahamas,2012,Lack of Coping Capabilities,57.1
,,,,,,,,,,,Bahamas,2012,Lack of Adaptive Capacities,42.59
,,,,,,,,,,,Uruguay,2012,WRI,4.12
,,,,,,,,,,,Uruguay,2012,Exposure,11.1
,,,,,,,,,,,Uruguay,2012,Vulnerability,37.06
,,,,,,,,,,,Uruguay,2012,Susceptibility,20.69
,,,,,,,,,,,Uruguay,2012,Lack of Coping Capabilities,51.31
,,,,,,,,,,,Uruguay,2012,Lack of Adaptive Capacities,39.19
,,,,,,,,,,,United States of America,2012,WRI,3.99
,,,,,,,,,,,United States of America,2012,Exposure,12.25
,,,,,,,,,,,United States of America,2012,Vulnerability,32.57
,,,,,,,,,,,United States of America,2012,Susceptibility,16.67
,,,,,,,,,,,United States of America,2012,Lack of Coping Capabilities,48.48
,,,,,,,,,,,United States of America,2012,Lack of Adaptive Capacities,32.55
,,,,,,,,,,,Kazakhstan,2012,WRI,3.87
,,,,,,,,,,,Kazakhstan,2012,Exposure,9.11
,,,,,,,,,,,Kazakhstan,2012,Vulnerability,42.47
,,,,,,,,,,,Kazakhstan,2012,Susceptibility,18.53
,,,,,,,,,,,Kazakhstan,2012,Lack of Coping Capabilities,62.22
,,,,,,,,,,,Kazakhstan,2012,Lack of Adaptive Capacities,46.66
,,,,,,,,,,,Paraguay,2012,WRI,3.84
,,,,,,,,,,,Paraguay,2012,Exposure,7.03
,,,,,,,,,,,Paraguay,2012,Vulnerability,54.56
,,,,,,,,,,,Paraguay,2012,Susceptibility,32.92
,,,,,,,,,,,Paraguay,2012,Lack of Coping Capabilities,79.63
,,,,,,,,,,,Paraguay,2012,Lack of Adaptive Capacities,51.14
,,,,,,,,,,,Russia,2012,WRI,3.83
,,,,,,,,,,,Russia,2012,Exposure,9.38
,,,,,,,,,,,Russia,2012,Vulnerability,40.84
,,,,,,,,,,,Russia,2012,Susceptibility,21.25
,,,,,,,,,,,Russia,2012,Lack of Coping Capabilities,59.7
,,,,,,,,,,,Russia,2012,Lack of Adaptive Capacities,41.58
,,,,,,,,,,,Portugal,2012,WRI,3.82
,,,,,,,,,,,Portugal,2012,Exposure,10.93
,,,,,,,,,,,Portugal,2012,Vulnerability,34.99
,,,,,,,,,,,Portugal,2012,Susceptibility,17.15
,,,,,,,,,,,Portugal,2012,Lack of Coping Capabilities,48.8
,,,,,,,,,,,Portugal,2012,Lack of Adaptive Capacities,39.01
,,,,,,,,,,,Slovenia,2012,WRI,3.81
,,,,,,,,,,,Slovenia,2012,Exposure,11.59
,,,,,,,,,,,Slovenia,2012,Vulnerability,32.86
,,,,,,,,,,,Slovenia,2012,Susceptibility,14.23
,,,,,,,,,,,Slovenia,2012,Lack of Coping Capabilities,51.36
,,,,,,,,,,,Slovenia,2012,Lack of Adaptive Capacities,33
,,,,,,,,,,,Argentina,2012,WRI,3.8
,,,,,,,,,,,Argentina,2012,Exposure,9.55
,,,,,,,,,,,Argentina,2012,Vulnerability,39.82
,,,,,,,,,,,Argentina,2012,Susceptibility,22.06
,,,,,,,,,,,Argentina,2012,Lack of Coping Capabilities,61.56
,,,,,,,,,,,Argentina,2012,Lack of Adaptive Capacities,35.84
,,,,,,,,,,,Libya,2012,WRI,3.8
,,,,,,,,,,,Libya,2012,Exposure,7.8
,,,,,,,,,,,Libya,2012,Vulnerability,48.7
,,,,,,,,,,,Libya,2012,Susceptibility,24.27
,,,,,,,,,,,Libya,2012,Lack of Coping Capabilities,72.45
,,,,,,,,,,,Libya,2012,Lack of Adaptive Capacities,49.38
,,,,,,,,,,,Austria,2012,WRI,3.75
,,,,,,,,,,,Austria,2012,Exposure,13.6
,,,,,,,,,,,Austria,2012,Vulnerability,27.54
,,,,,,,,,,,Austria,2012,Susceptibility,13.63
,,,,,,,,,,,Austria,2012,Lack of Coping Capabilities,35.75
,,,,,,,,,,,Austria,2012,Lack of Adaptive Capacities,33.25
,,,,,,,,,,,Kuwait,2012,WRI,3.71
,,,,,,,,,,,Kuwait,2012,Exposure,9.04
,,,,,,,,,,,Kuwait,2012,Vulnerability,41.03
,,,,,,,,,,,Kuwait,2012,Susceptibility,13.27
,,,,,,,,,,,Kuwait,2012,Lack of Coping Capabilities,65.98
,,,,,,,,,,,Kuwait,2012,Lack of Adaptive Capacities,43.84
,,,,,,,,,,,Slovakia,2012,WRI,3.69
,,,,,,,,,,,Slovakia,2012,Exposure,10.21
,,,,,,,,,,,Slovakia,2012,Vulnerability,36.13
,,,,,,,,,,,Slovakia,2012,Susceptibility,13.82
,,,,,,,,,,,Slovakia,2012,Lack of Coping Capabilities,56.98
,,,,,,,,,,,Slovakia,2012,Lack of Adaptive Capacities,37.58
,,,,,,,,,,,Czechia,2012,WRI,3.67
,,,,,,,,,,,Czechia,2012,Exposure,10.82
,,,,,,,,,,,Czechia,2012,Vulnerability,33.96
,,,,,,,,,,,Czechia,2012,Susceptibility,14.33
,,,,,,,,,,,Czechia,2012,Lack of Coping Capabilities,51.85
,,,,,,,,,,,Czechia,2012,Lack of Adaptive Capacities,35.71
,,,,,,,,,,,United Kingdom,2012,WRI,3.65
,,,,,,,,,,,United Kingdom,2012,Exposure,11.6
,,,,,,,,,,,United Kingdom,2012,Vulnerability,31.49
,,,,,,,,,,,United Kingdom,2012,Susceptibility,15.53
,,,,,,,,,,,United Kingdom,2012,Lack of Coping Capabilities,46.4
,,,,,,,,,,,United Kingdom,2012,Lack of Adaptive Capacities,32.53
,,,,,,,,,,,Poland,2012,WRI,3.53
,,,,,,,,,,,Poland,2012,Exposure,9.79
,,,,,,,,,,,Poland,2012,Vulnerability,36.05
,,,,,,,,,,,Poland,2012,Susceptibility,17.23
,,,,,,,,,,,Poland,2012,Lack of Coping Capabilities,55.45
,,,,,,,,,,,Poland,2012,Lack of Adaptive Capacities,35.48
,,,,,,,,,,,Latvia,2012,WRI,3.51
,,,,,,,,,,,Latvia,2012,Exposure,9.26
,,,,,,,,,,,Latvia,2012,Vulnerability,37.94
,,,,,,,,,,,Latvia,2012,Susceptibility,20.98
,,,,,,,,,,,Latvia,2012,Lack of Coping Capabilities,58.05
,,,,,,,,,,,Latvia,2012,Lack of Adaptive Capacities,34.81
,,,,,,,,,,,Belgium,2012,WRI,3.48
,,,,,,,,,,,Belgium,2012,Exposure,11.66
,,,,,,,,,,,Belgium,2012,Vulnerability,29.88
,,,,,,,,,,,Belgium,2012,Susceptibility,14.91
,,,,,,,,,,,Belgium,2012,Lack of Coping Capabilities,42.89
,,,,,,,,,,,Belgium,2012,Lack of Adaptive Capacities,31.84
,,,,,,,,,,,Spain,2012,WRI,3.4
,,,,,,,,,,,Spain,2012,Exposure,10.23
,,,,,,,,,,,Spain,2012,Vulnerability,33.28
,,,,,,,,,,,Spain,2012,Susceptibility,15.07
,,,,,,,,,,,Spain,2012,Lack of Coping Capabilities,50.87
,,,,,,,,,,,Spain,2012,Lack of Adaptive Capacities,33.91
,,,,,,,,,,,São Tomé and Principe,2012,WRI,3.4
,,,,,,,,,,,São Tomé and Principe,2012,Exposure,5.81
,,,,,,,,,,,São Tomé and Principe,2012,Vulnerability,58.55
,,,,,,,,,,,São Tomé and Principe,2012,Susceptibility,46.17
,,,,,,,,,,,São Tomé and Principe,2012,Lack of Coping Capabilities,77.52
,,,,,,,,,,,São Tomé and Principe,2012,Lack of Adaptive Capacities,51.96
,,,,,,,,,,,Belarus,2012,WRI,3.32
,,,,,,,,,,,Belarus,2012,Exposure,8.46
,,,,,,,,,,,Belarus,2012,Vulnerability,39.31
,,,,,,,,,,,Belarus,2012,Susceptibility,16.85
,,,,,,,,,,,Belarus,2012,Lack of Coping Capabilities,60.56
,,,,,,,,,,,Belarus,2012,Lack of Adaptive Capacities,40.5
,,,,,,,,,,,Germany,2012,WRI,3.27
,,,,,,,,,,,Germany,2012,Exposure,11.41
,,,,,,,,,,,Germany,2012,Vulnerability,28.68
,,,,,,,,,,,Germany,2012,Susceptibility,14.63
,,,,,,,,,,,Germany,2012,Lack of Coping Capabilities,38.59
,,,,,,,,,,,Germany,2012,Lack of Adaptive Capacities,32.82
,,,,,,,,,,,Mongolien,2012,WRI,3.24
,,,,,,,,,,,Mongolien,2012,Exposure,6.52
,,,,,,,,,,,Mongolien,2012,Vulnerability,49.66
,,,,,,,,,,,Mongolien,2012,Susceptibility,34.42
,,,,,,,,,,,Mongolien,2012,Lack of Coping Capabilities,68.56
,,,,,,,,,,,Mongolien,2012,Lack of Adaptive Capacities,46.02
,,,,,,,,,,,Lithuania,2012,WRI,3.23
,,,,,,,,,,,Lithuania,2012,Exposure,8.88
,,,,,,,,,,,Lithuania,2012,Vulnerability,36.4
,,,,,,,,,,,Lithuania,2012,Susceptibility,20.39
,,,,,,,,,,,Lithuania,2012,Lack of Coping Capabilities,53.17
,,,,,,,,,,,Lithuania,2012,Lack of Adaptive Capacities,35.64
,,,,,,,,,,,Ukraine,2012,WRI,3.19
,,,,,,,,,,,Ukraine,2012,Exposure,7.5
,,,,,,,,,,,Ukraine,2012,Vulnerability,42.56
,,,,,,,,,,,Ukraine,2012,Susceptibility,19.3
,,,,,,,,,,,Ukraine,2012,Lack of Coping Capabilities,63.44
,,,,,,,,,,,Ukraine,2012,Lack of Adaptive Capacities,44.95
,,,,,,,,,,,Canada,2012,WRI,3.18
,,,,,,,,,,,Canada,2012,Exposure,10.25
,,,,,,,,,,,Canada,2012,Vulnerability,31.04
,,,,,,,,,,,Canada,2012,Susceptibility,14.29
,,,,,,,,,,,Canada,2012,Lack of Coping Capabilities,45.06
,,,,,,,,,,,Canada,2012,Lack of Adaptive Capacities,33.77
,,,,,,,,,,,Denmark,2012,WRI,3.09
,,,,,,,,,,,Denmark,2012,Exposure,10.87
,,,,,,,,,,,Denmark,2012,Vulnerability,28.42
,,,,,,,,,,,Denmark,2012,Susceptibility,14.3
,,,,,,,,,,,Denmark,2012,Lack of Coping Capabilities,39.09
,,,,,,,,,,,Denmark,2012,Lack of Adaptive Capacities,31.89
,,,,,,,,,,,Cyprus,2012,WRI,2.81
,,,,,,,,,,,Cyprus,2012,Exposure,7.44
,,,,,,,,,,,Cyprus,2012,Vulnerability,37.72
,,,,,,,,,,,Cyprus,2012,Susceptibility,14
,,,,,,,,,,,Cyprus,2012,Lack of Coping Capabilities,57.99
,,,,,,,,,,,Cyprus,2012,Lack of Adaptive Capacities,41.17
,,,,,,,,,,,France,2012,WRI,2.78
,,,,,,,,,,,France,2012,Exposure,9.25
,,,,,,,,,,,France,2012,Vulnerability,30.05
,,,,,,,,,,,France,2012,Susceptibility,15.39
,,,,,,,,,,,France,2012,Lack of Coping Capabilities,42.25
,,,,,,,,,,,France,2012,Lack of Adaptive Capacities,32.5
,,,,,,,,,,,Oman,2012,WRI,2.72
,,,,,,,,,,,Oman,2012,Exposure,6.41
,,,,,,,,,,,Oman,2012,Vulnerability,42.48
,,,,,,,,,,,Oman,2012,Susceptibility,17.6
,,,,,,,,,,,Oman,2012,Lack of Coping Capabilities,63.19
,,,,,,,,,,,Oman,2012,Lack of Adaptive Capacities,46.65
,,,,,,,,,,,Luxembourg,2012,WRI,2.65
,,,,,,,,,,,Luxembourg,2012,Exposure,9.12
,,,,,,,,,,,Luxembourg,2012,Vulnerability,29.11
,,,,,,,,,,,Luxembourg,2012,Susceptibility,11.59
,,,,,,,,,,,Luxembourg,2012,Lack of Coping Capabilities,40.51
,,,,,,,,,,,Luxembourg,2012,Lack of Adaptive Capacities,35.22
,,,,,,,,,,,Seychellen,2012,WRI,2.6
,,,,,,,,,,,Seychellen,2012,Exposure,5.99
,,,,,,,,,,,Seychellen,2012,Vulnerability,43.46
,,,,,,,,,,,Seychellen,2012,Susceptibility,20.88
,,,,,,,,,,,Seychellen,2012,Lack of Coping Capabilities,63.92
,,,,,,,,,,,Seychellen,2012,Lack of Adaptive Capacities,45.57
,,,,,,,,,,,Switzerland,2012,WRI,2.59
,,,,,,,,,,,Switzerland,2012,Exposure,9.56
